,Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Syllables,Source
207,ABRIDGEMENTS,208,62,2.714829547351776e-09,1.5535607961834466e-09,3.629185446590661e-07,56,0,0,0,0,0,0,0,3,12of12inf
208,ABRIDGES,209,69,3.0213425607624612e-09,1.5325710427425902e-09,2.920815682146756e-07,54,0,0,0,0,0,0,0,3,12of12inf
209,ABRIDGING,210,400,1.7515029337753396e-08,6.688063992193081e-09,6.692747740442004e-07,288,0,0,0,0,0,0,0,3,12of12inf
210,ABRIDGMENT,211,490,2.1455910938747913e-08,1.2765282654201651e-08,1.3454439425603045e-06,373,0,0,0,0,0,0,0,3,12of12inf
211,ABRIDGMENTS,212,58,2.539679253974242e-09,1.570604532304986e-09,3.2796543683804826e-07,45,0,0,0,0,0,0,0,3,12of12inf
212,ABROAD,213,175838,7.699519321729703e-06,5.843298566592276e-06,2.879610790646124e-05,96427,0,0,0,0,0,0,0,2,12of12inf
213,ABROGATE,214,6269,2.745042972959401e-07,1.3986045231579316e-07,4.007570249035988e-06,3877,2009,0,0,2009,0,0,0,3,12of12inf
214,ABROGATED,215,2023,8.85822608756878e-08,5.432195053913537e-08,2.754433629493164e-06,1387,2009,0,0,2009,0,0,0,4,12of12inf
215,ABROGATES,216,387,1.694579088427641e-08,1.0607481045671262e-08,1.1933600553796195e-06,250,2009,0,0,2009,0,0,0,3,12of12inf
216,ABROGATING,217,462,2.0229858885105173e-08,1.281249940220754e-08,8.951613206133204e-07,410,2009,0,0,2009,0,0,0,4,12of12inf
217,ABROGATION,218,1787,7.82483935664133e-08,4.406381973033349e-08,2.227093904391638e-06,1291,2009,0,0,2009,0,0,0,4,12of12inf
218,ABROGATIONS,219,2,8.757514668876698e-11,6.421419745689653e-12,6.857658402376243e-09,1,2009,0,0,2009,0,0,0,4,12of12inf
219,ABROGATOR,220,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
220,ABROGATORS,221,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
221,ABRUPT,222,6634,2.904867615666401e-07,3.106140825594185e-07,7.305412028890803e-06,5453,2009,0,0,0,0,0,0,2,12of12inf
222,ABRUPTER,223,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
223,ABRUPTEST,224,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
224,ABRUPTLY,225,3084,1.350408761940787e-07,1.460573343231547e-07,4.904267396649125e-06,2557,2009,0,0,0,0,0,0,3,12of12inf
225,ABRUPTNESS,226,9,3.9408816009945136e-10,4.3348242151856967e-10,1.896980237977667e-07,9,2009,0,0,0,0,0,0,3,12of12inf
226,ABRUPTNESSES,227,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
227,ABS,228,186031,8.145846056829006e-06,7.646454599928015e-06,0.000136251217956,16969,0,0,0,0,0,0,0,1,12of12inf
228,ABSCESS,229,440,1.9266532271528736e-08,1.3117082579138385e-08,1.6541845489474064e-06,244,0,0,0,0,0,0,0,2,12of12inf
229,ABSCESSED,230,2,8.757514668876698e-11,2.0416798716427948e-10,1.86892237136725e-07,2,0,0,0,0,0,0,0,2,12of12inf
230,ABSCESSES,231,278,1.2172945389738613e-08,6.572406894447589e-09,6.233219372729523e-07,211,0,0,0,0,0,0,0,3,12of12inf
231,ABSCESSING,232,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
232,ABSCISSA,233,9,3.9408816009945136e-10,3.0834259082267186e-10,1.319399933617388e-07,8,0,0,0,0,0,0,0,3,12of12inf
233,ABSCISSAE,234,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
234,ABSCISSAS,235,1,4.378757334438349e-11,4.2079914603586856e-11,4.493861036669705e-08,1,0,0,0,0,0,0,0,3,12of12inf
235,ABSCISSION,236,4,1.7515029337753396e-10,7.651247496296971e-11,4.4393210468459016e-08,4,0,0,0,0,0,0,0,3,12of12inf
236,ABSCISSIONS,237,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
237,ABSCOND,238,21,9.195390402320531e-10,3.3086693260787764e-10,1.087299147186235e-07,21,0,0,0,0,0,0,0,2,12of12inf
238,ABSCONDED,239,103,4.5101200544715e-09,1.02796508717444e-08,1.9794906070259126e-06,58,0,0,0,0,0,0,0,3,12of12inf
239,ABSCONDER,240,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
240,ABSCONDERS,241,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
241,ABSCONDING,242,59,2.583466827318626e-09,2.4500767524132834e-09,5.349354001273935e-07,45,0,0,0,0,0,0,0,3,12of12inf
242,ABSCONDS,243,1,4.378757334438349e-11,3.097425394216968e-11,3.3078487502150155e-08,1,0,0,0,0,0,0,0,2,12of12inf
243,ABSEIL,244,1,4.378757334438349e-11,4.027094018256277e-11,4.300674340747103e-08,1,0,0,0,0,0,0,0,2,12of12inf
244,ABSEILED,245,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
245,ABSEILING,246,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
246,ABSEILS,247,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
247,ABSENCE,248,1138491,4.985175816442051e-05,3.0996887810755494e-05,8.928692209304638e-05,300882,2009,0,0,0,0,0,0,2,12of12inf
248,ABSENCES,249,20114,8.807432502489295e-07,9.421969978843754e-07,1.6220357640730833e-05,12157,2009,0,0,0,0,0,0,3,12of12inf
249,ABSENT,250,381585,1.6708681174616573e-05,9.47892435922965e-06,3.972285389345395e-05,146587,0,0,0,0,0,0,0,2,12of12inf
250,ABSENTED,251,45,1.970440800497257e-09,9.75647271413455e-10,2.445953578056305e-07,29,0,0,0,0,0,0,0,3,12of12inf
251,ABSENTEE,252,811,3.551172198229501e-08,4.195313407420477e-08,4.292390889750944e-06,458,0,0,0,0,0,0,0,3,12of12inf
252,ABSENTEEISM,253,6327,2.770439765499144e-07,1.9902877921804054e-07,5.344304264744554e-06,3731,2009,0,0,0,0,0,0,5,12of12inf
253,ABSENTEEISMS,254,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
254,ABSENTEES,255,639,2.7980259367061052e-08,1.8651926548655626e-08,1.736606118653799e-06,454,0,0,0,0,0,0,0,3,12of12inf
255,ABSENTING,256,19,8.319638935432862e-10,3.220036456149651e-10,1.312926752719769e-07,12,0,0,0,0,0,0,0,3,12of12inf
256,ABSENTLY,257,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
257,ABSENTMINDED,258,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
258,ABSENTMINDEDLY,259,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
259,ABSENTMINDEDNESS,260,3,1.3136272003315047e-10,4.67186232975049e-10,3.264265190603988e-07,3,0,0,0,0,0,0,0,5,12of12inf
260,ABSENTMINDEDNESSES,261,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
261,ABSENTS,262,83,3.6343685875838293e-09,1.682732455882579e-09,2.714606386008815e-07,68,0,0,0,0,0,0,0,2,12of12inf
262,ABSINTH,263,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
263,ABSINTHE,264,5,2.1893786672191743e-10,2.7952177789077086e-10,1.9375069185723627e-07,3,0,0,0,0,0,0,0,2,12of12inf
264,ABSINTHES,265,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
265,ABSINTHS,266,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
266,ABSOLUTE,267,944009,4.133586332525812e-05,3.1259400067061564e-05,9.144557012409275e-05,293473,0,0,0,0,0,0,0,3,12of12inf
267,ABSOLUTELY,268,61433,2.690001993265511e-06,1.3477150917982532e-06,1.4337413343009048e-05,34109,0,0,0,0,0,0,0,4,12of12inf
268,ABSOLUTENESS,269,4,1.7515029337753396e-10,1.1514569883874779e-10,9.827246006898245e-08,2,0,0,0,0,0,0,0,4,12of12inf
269,ABSOLUTENESSES,270,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
270,ABSOLUTES,271,111,4.860420641226568e-09,1.9269629175019773e-09,3.676269513174182e-07,54,0,0,0,0,0,0,0,3,12of12inf
271,ABSOLUTEST,272,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
272,ABSOLUTION,273,59,2.583466827318626e-09,1.6829438939293655e-09,3.66599207244758e-07,49,0,0,0,0,0,0,0,4,12of12inf
273,ABSOLUTIONS,274,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
274,ABSOLUTISM,275,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
275,ABSOLUTISMS,276,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
276,ABSOLUTIST,277,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
277,ABSOLUTISTS,278,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
278,ABSOLVE,279,1607,7.036663036442427e-08,3.938588611672261e-08,1.7113389557134031e-06,1279,0,0,0,2009,0,0,0,2,12of12inf
279,ABSOLVED,280,767,3.3585068755142136e-08,2.3911106805854588e-08,1.8391520502700447e-06,548,0,0,0,2009,0,0,0,2,12of12inf
280,ABSOLVES,281,298,1.3048696856626281e-08,8.795192910543531e-09,1.1300308911210797e-06,220,0,0,0,2009,0,0,0,2,12of12inf
281,ABSOLVING,282,223,9.76462885579752e-09,1.0333767082591771e-08,1.460281812639775e-06,181,0,0,0,2009,0,0,0,3,12of12inf
282,ABSORB,283,247898,1.0854851856925978e-05,1.0539676410826656e-05,4.3715076894402105e-05,129632,0,0,0,0,0,0,0,2,12of12inf
283,ABSORBABLE,284,3046,1.3337694840699212e-07,1.3192231895822997e-07,9.071031584806824e-06,868,0,0,0,0,0,0,0,4,10K_2010
284,ABSORBED,285,55445,2.4278020040793428e-06,3.0043557635174805e-06,3.671673092937213e-05,36873,0,0,0,0,0,0,0,2,12of12inf
285,ABSORBENCIES,286,2,8.757514668876698e-11,3.4975049033266435e-11,2.6422317634696298e-08,2,0,0,0,0,0,0,0,4,12of12inf
286,ABSORBENCY,287,1413,6.187184113561387e-08,3.732556344359367e-08,2.7447066445584536e-06,1081,0,0,0,0,0,0,0,4,12of12inf
287,ABSORBENT,288,9510,4.1641982250508697e-07,5.378948602578511e-07,2.3979893264603557e-05,2664,0,0,0,0,0,0,0,3,12of12inf
288,ABSORBENTS,289,2330,1.0202504589241355e-07,1.295536392845641e-07,9.224658459872458e-06,942,0,0,0,0,0,0,0,3,12of12inf
289,ABSORBER,290,2768,1.212040030172535e-07,8.293936637014952e-08,5.566488335902374e-06,1024,0,0,0,0,0,0,0,3,10K_2018
290,ABSORBERS,291,2673,1.1704418354953708e-07,1.2637308268637808e-07,7.576780987463755e-06,1131,0,0,0,0,0,0,0,3,10K_2010
291,ABSORBING,292,12805,5.606998766748306e-07,5.721638223703576e-07,1.0695462314865212e-05,9210,0,0,0,0,0,0,0,3,12of12inf
292,ABSORBINGLY,293,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
293,ABSORBS,294,14651,6.415317370685625e-07,6.027953129178687e-07,9.193454415321549e-06,10974,0,0,0,0,0,0,0,2,12of12inf
294,ABSORPTION,295,97979,4.29026264870935e-06,4.606432304564347e-06,4.019728352013626e-05,46242,0,0,0,0,0,0,0,3,12of12inf
295,ABSORPTIONS,296,570,2.4958916806298592e-08,2.097938926990705e-08,2.0098682811149547e-06,321,0,0,0,0,0,0,0,3,12of12inf
296,ABSORPTIVE,297,330,1.4449899203646553e-08,8.543141720097628e-09,7.103805138530137e-07,258,0,0,0,0,0,0,0,3,12of12inf
297,ABSTAIN,298,79732,3.4912707978943844e-06,7.90803844235556e-06,8.440086883416995e-05,43835,0,0,0,0,0,0,0,2,12of12inf
298,ABSTAINED,299,33977,1.487770379522118e-06,3.877080469936418e-06,5.761005708632487e-05,19113,0,0,0,0,0,0,0,2,12of12inf
299,ABSTAINER,300,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
300,ABSTAINERS,301,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
301,ABSTAINING,302,27344,1.197327405528822e-06,2.963563267864994e-06,5.618614146361804e-05,14923,0,0,0,0,0,0,0,3,12of12inf
302,ABSTAINS,303,1903,8.332775207436178e-08,4.982279731239044e-08,2.7104529805777432e-06,1515,0,0,0,0,0,0,0,2,12of12inf
303,ABSTEMIOUS,304,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
304,ABSTEMIOUSLY,305,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
305,ABSTEMIOUSNESS,306,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
306,ABSTEMIOUSNESSES,307,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
307,ABSTENTION,308,7212,3.157959789596938e-07,3.7802918975869554e-07,1.7422351156098828e-05,3795,0,0,0,0,0,0,0,3,12of12inf
308,ABSTENTIONS,309,53348,2.3359794627761706e-06,5.60846077458785e-06,7.256780129751067e-05,28607,0,0,0,0,0,0,0,3,12of12inf
309,ABSTINENCE,310,984,4.3086972170873364e-08,2.4974903571669705e-08,2.348851056423841e-06,385,0,0,0,0,0,0,0,3,12of12inf
310,ABSTINENCES,311,3,1.3136272003315047e-10,1.5946736583915244e-11,1.3831947005859521e-08,2,0,0,0,0,0,0,0,4,12of12inf
311,ABSTINENT,312,189,8.275851362088481e-09,4.716392713502679e-09,6.580168596085629e-07,88,0,0,0,0,0,0,0,3,12of12inf
312,ABSTRACT,313,22902,1.0028230047330708e-06,8.085447747739742e-07,2.4002729351514603e-05,9933,0,0,0,0,0,0,0,2,12of12inf
313,ABSTRACTED,314,313,1.3705510456792032e-08,1.6260548907934898e-08,1.99940861568285e-06,243,0,0,0,0,0,0,0,3,12of12inf
314,ABSTRACTEDLY,315,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
315,ABSTRACTEDNESS,316,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
316,ABSTRACTEDNESSES,317,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
317,ABSTRACTING,318,1262,5.525991756061196e-08,5.537551845728179e-08,3.859374754188129e-06,724,0,0,0,0,0,0,0,3,12of12inf
318,ABSTRACTION,319,1123,4.917344486574266e-08,3.179186531189546e-08,1.7847303082434952e-06,680,0,0,0,0,0,0,0,3,12of12inf
319,ABSTRACTIONS,320,75,3.2840680008287614e-09,3.7167770841974175e-09,7.112873836059613e-07,62,0,0,0,0,0,0,0,3,12of12inf
320,ABSTRACTLY,321,13,5.692384534769854e-10,3.501424612232852e-10,1.5219987442260561e-07,9,0,0,0,0,0,0,0,3,12of12inf
321,ABSTRACTNESS,322,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
322,ABSTRACTNESSES,323,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
323,ABSTRACTS,324,28456,1.2460191870877766e-06,6.884379886135685e-07,8.558355410977395e-06,19287,0,0,0,0,0,0,0,2,12of12inf
324,ABSTRUSE,325,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,12of12inf
325,ABSTRUSELY,326,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
326,ABSTRUSENESS,327,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
327,ABSTRUSENESSES,328,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
328,ABSURD,329,69,3.0213425607624612e-09,2.6172112988527587e-09,4.813234181179862e-07,51,0,0,0,0,0,0,0,2,12of12inf
329,ABSURDER,330,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
330,ABSURDEST,331,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
331,ABSURDITIES,332,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
332,ABSURDITY,333,9,3.9408816009945136e-10,6.402361755821554e-10,3.196207037398897e-07,7,0,0,0,0,0,0,0,4,12of12inf
333,ABSURDLY,334,2,8.757514668876698e-11,1.3870449007031295e-10,1.3365011625488905e-07,2,0,0,0,0,0,0,0,3,12of12inf
334,ABSURDNESS,335,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
335,ABSURDNESSES,336,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
336,ABUNDANCE,337,8438,3.694795438799079e-07,3.733143225307346e-07,8.763392438651458e-06,6688,0,2009,0,0,0,0,0,3,12of12inf
337,ABUNDANCES,338,56,2.4521041072854755e-09,1.7954335596440607e-09,3.217472604941797e-07,48,0,0,0,0,0,0,0,4,12of12inf
338,ABUNDANT,339,12804,5.606560891014862e-07,5.145855113854633e-07,9.323248565438184e-06,9354,0,2009,0,0,0,0,0,3,12of12inf
339,ABUNDANTLY,340,434,1.9003806831462437e-08,1.774288296682672e-08,1.5177056868985611e-06,408,0,0,0,0,0,0,0,4,12of12inf
340,ABUSE,341,201430,8.820130898759167e-06,5.165649041436506e-06,4.686347814986666e-05,63371,2009,0,0,0,0,0,0,2,12of12inf
341,ABUSED,342,3884,1.700709348695855e-07,1.3776308335023325e-07,4.563606291041142e-06,2654,2009,0,0,0,0,0,0,2,12of12inf
342,ABUSER,343,177,7.750400481955877e-09,4.9210768560665455e-09,7.178937226679567e-07,84,0,0,0,0,0,0,0,3,12of12inf
343,ABUSERS,344,933,4.08538059303098e-08,2.524649685333412e-08,1.8937554620784704e-06,523,0,0,0,0,0,0,0,3,12of12inf
344,ABUSES,345,7748,3.392661182722833e-07,2.804994397198159e-07,4.685092808789687e-06,6621,2009,0,0,0,0,0,0,3,12of12inf
345,ABUSING,346,1062,4.6502402891735274e-08,3.1375246644135833e-08,2.0100814496696947e-06,841,2009,0,0,0,0,0,0,3,12of12inf
346,ABUSIVE,347,23380,1.023753464791686e-06,4.781816816540212e-07,6.132588884925488e-06,16815,2009,0,0,0,0,0,0,3,12of12inf
347,ABUSIVELY,348,50,2.189378667219174e-09,1.100334263117343e-09,2.867246773717941e-07,28,2009,0,0,0,0,0,0,4,12of12inf
348,ABUSIVENESS,349,11,4.816633067882184e-10,1.5961637377688902e-10,5.4494947746742465e-08,11,2009,0,0,0,0,0,0,4,12of12inf
349,ABUSIVENESSES,350,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
350,ABUT,351,816,3.5730659849016935e-08,3.471691137718909e-08,2.411516471180397e-06,683,0,0,0,0,0,0,0,2,12of12inf
351,ABUTMENT,352,309,1.3530360163414498e-08,1.0794273647476682e-08,2.316772345134015e-06,128,0,0,0,0,0,0,0,3,12of12inf
352,ABUTMENTS,353,261,1.142855664288409e-08,7.01823029103677e-09,9.17107759718752e-07,163,0,0,0,0,0,0,0,3,12of12inf
353,ABUTS,354,1135,4.969889574587527e-08,4.190656469631193e-08,5.298377143914863e-06,837,0,0,0,0,0,0,0,2,12of12inf
354,ABUTTED,355,25,1.094689333609587e-09,7.165548919130936e-10,2.5153827622540736e-07,20,0,0,0,0,0,0,0,3,12of12inf
355,ABUTTING,356,5350,2.342635173924517e-07,8.742567329894348e-08,2.786365603675026e-06,3097,0,0,0,0,0,0,0,3,12of12inf
356,ABUZZ,357,108,4.729057921193417e-09,4.947064772801487e-09,1.6565095661036469e-06,17,0,0,0,0,0,0,0,2,12of12inf
357,ABYSMAL,358,24,1.0509017602652038e-09,2.374877563875596e-09,8.06199322800255e-07,23,0,0,0,0,0,0,0,3,12of12inf
358,ABYSMALLY,359,1,4.378757334438349e-11,4.2949751682338446e-11,4.5867539760512694e-08,1,0,0,0,0,0,0,0,4,12of12inf
359,ABYSS,360,160,7.006011735101358e-09,7.171227327677983e-09,1.1752808519482075e-06,79,0,0,0,0,0,0,0,2,12of12inf
360,ABYSSAL,361,30,1.3136272003315047e-09,2.1420713520194314e-09,7.767807204360796e-07,21,0,0,0,0,0,0,0,3,12of12inf
361,ABYSSES,362,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
362,ACACIA,363,13189,5.775143048390739e-07,4.251155866004408e-07,2.539150029935588e-05,1865,0,0,0,0,0,0,0,3,12of12inf
363,ACACIAS,364,91,3.984669174338898e-09,1.898011479061395e-09,4.613000738646441e-07,52,0,0,0,0,0,0,0,4,12of12inf
364,ACADEME,365,17,7.443887468545192e-10,7.350257148129357e-10,3.5123733395152e-07,17,0,0,0,0,0,0,0,3,12of12inf
365,ACADEMES,366,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
366,ACADEMIA,367,4132,1.8093025305899257e-07,1.4814831765421436e-07,4.377558859207715e-06,3110,0,0,0,0,0,0,0,5,12of12inf
367,ACADEMIAS,368,3,1.3136272003315047e-10,5.1382901743279685e-11,3.178705693410828e-08,3,0,0,0,0,0,0,0,5,12of12inf
368,ACADEMIC,369,141281,6.186352149667844e-06,4.376147366298281e-06,4.307304471510649e-05,45564,0,0,0,0,0,0,0,4,12of12inf
369,ACADEMICALLY,370,679,2.9731762300836392e-08,2.1135920123268922e-08,1.4859637428179158e-06,468,0,0,0,0,0,0,0,6,12of12inf
370,ACADEMICIAN,371,147,6.436773281624373e-09,7.084876396188726e-09,9.033409413642086e-07,135,0,0,0,0,0,0,0,5,12of12inf
371,ACADEMICIANS,372,136,5.9551099748361555e-09,5.441552726501576e-09,7.437987568021211e-07,135,0,0,0,0,0,0,0,5,12of12inf
372,ACADEMICS,373,2595,1.1362875282867517e-07,9.070585762001316e-08,6.005467344943444e-06,1535,0,0,0,0,0,0,0,4,12of12inf
373,ACADEMIES,374,3819,1.6722474260220054e-07,2.226639547544993e-07,2.2953046645790887e-05,930,0,0,0,0,0,0,0,4,12of12inf
374,ACADEMY,375,57765,2.5293891742383125e-06,2.402401381709762e-06,5.334601092439208e-05,24861,0,0,0,0,0,0,0,4,12of12inf
375,ACANTHI,376,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,12of12inf
376,ACANTHUS,377,5,2.1893786672191743e-10,7.25687002063544e-11,4.0576210398766687e-08,4,0,0,0,0,0,0,0,3,12of12inf
377,ACANTHUSES,378,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,12of12inf
378,ACCEDE,379,2153,9.427464541045767e-08,6.141808700627126e-08,3.729098025546174e-06,1290,0,0,0,0,0,0,0,2,12of12inf
379,ACCEDED,380,1087,4.759709222534485e-08,2.142813228216705e-08,1.489335617359556e-06,671,0,0,0,0,0,0,0,3,12of12inf
380,ACCEDES,381,868,3.8007613662924874e-08,8.818500839652164e-09,7.210355460024468e-07,428,0,0,0,0,0,0,0,2,12of12inf
381,ACCEDING,382,6130,2.684178246010708e-07,6.880445494242727e-08,9.21688497849298e-06,1107,0,0,0,0,0,0,0,3,12of12inf
382,ACCELERANT,383,181,7.925550775333411e-09,7.543002702401123e-09,1.1610120671455637e-06,108,0,0,0,0,0,0,0,4,10K_2018
383,ACCELERATE,384,446426,1.9547911217839743e-05,1.4251070122940387e-05,5.015892407465176e-05,205893,0,0,0,0,0,0,0,4,12of12inf
384,ACCELERATED,385,5113907,0.0002239255778388,0.0003808171263101,0.0009760417534892,710252,0,0,0,0,0,0,0,5,12of12inf
385,ACCELERATES,386,21841,9.563643894146798e-07,7.659140491434984e-07,1.0034209431649251e-05,16206,0,0,0,0,0,0,0,4,12of12inf
386,ACCELERATING,387,57813,2.531490977758843e-06,2.263506760210122e-06,1.874570001153205e-05,41799,0,0,0,0,0,0,0,5,12of12inf
387,ACCELERATION,388,844791,3.699134787317508e-05,1.9649984448808308e-05,6.825612503826143e-05,210020,0,0,0,0,0,0,0,5,12of12inf
388,ACCELERATIONS,389,10343,4.528948711009585e-07,2.5934768975278125e-07,5.940933559704836e-06,6040,0,0,0,0,0,0,0,5,12of12inf
389,ACCELERATOR,390,14274,6.2502382191773e-07,6.313553544011852e-07,2.1063152107448136e-05,4472,0,0,0,0,0,0,0,5,12of12inf
390,ACCELERATORS,391,7157,3.1338766242575266e-07,2.62836498950877e-07,1.322043174490024e-05,2222,0,0,0,0,0,0,0,5,12of12inf
391,ACCELEROMETER,392,826,3.616853558246076e-08,2.5434407303231984e-08,2.7296176458117727e-06,300,0,0,0,0,0,0,0,6,10K_2010
392,ACCENT,393,7349,3.2179487650787426e-07,3.640667994977266e-07,7.10333623460341e-05,2374,0,0,0,0,0,0,0,2,12of12inf
393,ACCENTED,394,364,1.5938676697355592e-08,1.515545093818886e-08,1.2962516475522644e-06,316,0,0,0,0,0,0,0,3,12of12inf
394,ACCENTING,395,52,2.276953813907941e-09,5.137408870104938e-09,1.2773968110797048e-06,45,0,0,0,0,0,0,0,3,12of12inf
395,ACCENTS,396,2685,1.1756963442966969e-07,1.2579474306841574e-07,7.269433920187908e-06,1433,0,0,0,0,0,0,0,2,12of12inf
396,ACCENTUAL,397,1,4.378757334438349e-11,1.818825051018377e-11,1.9423867910115885e-08,1,0,0,0,0,0,0,0,4,12of12inf
397,ACCENTUATE,398,872,3.8182763956302413e-08,3.850129545904801e-08,2.2346320230274663e-06,739,0,0,0,0,0,0,0,4,12of12inf
398,ACCENTUATED,399,1771,7.754779239290318e-08,6.62468826162563e-08,3.09321685163115e-06,1652,0,0,0,0,0,0,0,5,12of12inf
399,ACCENTUATES,400,194,8.494789228810398e-09,8.125037346147894e-09,1.1588724747510306e-06,160,0,0,0,0,0,0,0,4,12of12inf
400,ACCENTUATING,401,98,4.291182187749582e-09,6.080092075012985e-09,8.933302619714794e-07,93,0,0,0,0,0,0,0,5,12of12inf
401,ACCENTUATION,402,38,1.6639277870865724e-09,3.2696066829761284e-09,6.644935361501349e-07,38,0,0,0,0,0,0,0,5,12of12inf
402,ACCENTUATIONS,403,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,12of12inf
403,ACCEPT,404,841556,3.684969507340599e-05,2.189426090783988e-05,6.578421200851084e-05,267078,0,0,0,0,0,0,0,2,12of12inf
404,ACCEPTABILITIES,405,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
405,ACCEPTABILITY,406,20519,8.984772174534049e-07,8.644019682154223e-07,1.1298703218658656e-05,15705,0,0,0,0,0,0,0,6,12of12inf
406,ACCEPTABLE,407,1634407,7.15667163870738e-05,4.9309736692511286e-05,9.877430009422624e-05,422433,0,0,0,0,0,0,0,4,12of12inf
407,ACCEPTABLENESS,408,15,6.568136001657524e-10,8.316171037732645e-10,2.618229986777438e-07,14,0,0,0,0,0,0,0,5,12of12inf
408,ACCEPTABLENESSES,409,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,12of12inf
409,ACCEPTABLY,410,1013,4.435681179786048e-08,4.066444800259443e-08,2.24279555294805e-06,835,0,0,0,0,0,0,0,4,12of12inf
410,ACCEPTANCE,411,2144248,9.38914165685476e-05,7.133071733843325e-05,0.0001876574812994,408874,0,0,0,0,0,0,0,3,12of12inf
411,ACCEPTANCES,412,141671,6.203429303272153e-06,3.503430365216796e-06,4.065734541467491e-05,48335,0,0,0,0,0,0,0,4,12of12inf
412,ACCEPTATION,413,126,5.517234241392321e-09,1.9548051413290034e-09,4.276436985649727e-07,59,0,0,0,0,0,0,0,4,12of12inf
